# Woo (WOrdlist generator Object-oriented verb section) data file
#
# Copyright (C) 2000-2002 Nadav Har'El, Dan Kenigsberg
#
# options for each word:
למד פ,נפ,אין_שם_פעולה
למד פ,פי
למד פ,קל_אפעל,ציווי=למד
לעג פ,קל_אפעול,אין_שם_פעולה,אין_פעול
לקה פ,קל_אפעל
לקה פ,הפ,הו,שם_פעולה=הלקאה
לקח פ,הת
לקח פ,נפ,אין_שם_פעולה
לקח פ,קל_אפעל,מקור=לקחת,מקור_מלעילי,עתיד1=ליקח
לקט פ,פי,פו
מאס פ,קל_אפעל,נפ,הפ
מדד פ,הת
מדד פ,נפ,שמור_עע,אין_שם_פעולה
מדד פ,קל_אפעול,שמור_עע
מהר פ,פי,אין_שם_פעולה
מור פ,הפ,הו
מות פ,הפ,הו
מחא פ,נפ,אין_שם_פעולה
מחא פ,קל_אפעל,אין_פעול
מחה פ,הת
מחה פ,קל_אפעל,אין_שם_פעולה,אין_פעול,נפ #יש: מחייה מדפי ההסטוריה
מחק פ,קל_אפעל,נפ
מחש פ,הפ,הו
